Sample_ID,Replicate,Lithology ,Mineralogy,Phase,Analytical_Method,Chemistry,d33,d33_2sd,d34,sig_d34s,d36,d36_2sd,D33S,sig_D33S,D36S,sig_D36S,age_max,age_min,age_mean,Age_uncertainty,Age_method,age_source,Craton,Supergroup ,Group ,Subgroup,Formation ,Member,GSDBFM,Core,core_rim,Depth,Source,DOI,Publication_Date,NON_ATM_FLAG,MC_comment
GEC01-169.80,67,Shale,Pyrite,Sulfide,SIMS,,,,27.2877,0.40,,,-0.5488,0.15,,,2431,2415,2423,,,"Schröder et al., 2011; Gutzmer and Beukes, 1998; Trendall et al., 1990; Nelson et al., 1999",Kaapvaal,Transvaal - Griqualand West,Ghaap,Koegas,Heynskop,,,GEC01,,169.8,"Johnson et al., 2013",10.1073/pnas.1305530110,2013,OK,
GEC01-169.80,68,Shale,Pyrite,Sulfide,SIMS,,,,44.1183,0.40,,,0.2336,0.15,,,2431,2415,2423,,,"Schröder et al., 2011; Gutzmer and Beukes, 1998; Trendall et al., 1990; Nelson et al., 1999",Kaapvaal,Transvaal - Griqualand West,Ghaap,Koegas,Heynskop,,,GEC01,,169.8,"Johnson et al., 2013",10.1073/pnas.1305530110,2013,OK,
GEC01-169.80,69,Shale,Pyrite,Sulfide,SIMS,,,,30.3265,0.40,,,-0.439,0.15,,,2431,2415,2423,,,"Schröder et al., 2011; Gutzmer and Beukes, 1998; Trendall et al., 1990; Nelson et al., 1999",Kaapvaal,Transvaal - Griqualand West,Ghaap,Koegas,Heynskop,,,GEC01,,169.8,"Johnson et al., 2013",10.1073/pnas.1305530110,2013,OK,
GEC01-169.80,70,Shale,Pyrite,Sulfide,SIMS,,,,5.8036,0.40,,,-0.2453,0.15,,,2431,2415,2423,,,"Schröder et al., 2011; Gutzmer and Beukes, 1998; Trendall et al., 1990; Nelson et al., 1999",Kaapvaal,Transvaal - Griqualand West,Ghaap,Koegas,Heynskop,,,GEC01,,169.8,"Johnson et al., 2013",10.1073/pnas.1305530110,2013,OK,
GEC01-169.80,71,Shale,Pyrite,Sulfide,SIMS,,,,43.5265,0.40,,,-0.5086,0.15,,,2431,2415,2423,,,"Schröder et al., 2011; Gutzmer and Beukes, 1998; Trendall et al., 1990; Nelson et al., 1999",Kaapvaal,Transvaal - Griqualand West,Ghaap,Koegas,Heynskop,,,GEC01,,169.8,"Johnson et al., 2013",10.1073/pnas.1305530110,2013,OK,
GEC01-169.80,72,Shale,Pyrite,Sulfide,SIMS,,,,43.169,0.40,,,-0.0326,0.15,,,2431,2415,2423,,,"Schröder et al., 2011; Gutzmer and Beukes, 1998; Trendall et al., 1990; Nelson et al., 1999",Kaapvaal,Transvaal - Griqualand West,Ghaap,Koegas,Heynskop,,,GEC01,,169.8,"Johnson et al., 2013",10.1073/pnas.1305530110,2013,OK,
GEC01-169.80,73,Shale,Pyrite,Sulfide,SIMS,,,,20.94,0.40,,,-0.4083,0.15,,,2431,2415,2423,,,"Schröder et al., 2011; Gutzmer and Beukes, 1998; Trendall et al., 1990; Nelson et al., 1999",Kaapvaal,Transvaal - Griqualand West,Ghaap,Koegas,Heynskop,,,GEC01,,169.8,"Johnson et al., 2013",10.1073/pnas.1305530110,2013,OK,
GEC01-169.80,74,Shale,Pyrite,Sulfide,SIMS,,,,30.5734,0.40,,,0.0067,0.15,,,2431,2415,2423,,,"Schröder et al., 2011; Gutzmer and Beukes, 1998; Trendall et al., 1990; Nelson et al., 1999",Kaapvaal,Transvaal - Griqualand West,Ghaap,Koegas,Heynskop,,,GEC01,,169.8,"Johnson et al., 2013",10.1073/pnas.1305530110,2013,OK,
GEC01-169.80,75,Shale,Pyrite,Sulfide,SIMS,,,,34.6578,0.40,,,-0.212,0.15,,,2431,2415,2423,,,"Schröder et al., 2011; Gutzmer and Beukes, 1998; Trendall et al., 1990; Nelson et al., 1999",Kaapvaal,Transvaal - Griqualand West,Ghaap,Koegas,Heynskop,,,GEC01,,169.8,"Johnson et al., 2013",10.1073/pnas.1305530110,2013,OK,
GEC01-169.80,76,Shale,Pyrite,Sulfide,SIMS,,,,43.1933,0.40,,,0.067,0.15,,,2431,2415,2423,,,"Schröder et al., 2011; Gutzmer and Beukes, 1998; Trendall et al., 1990; Nelson et al., 1999",Kaapvaal,Transvaal - Griqualand West,Ghaap,Koegas,Heynskop,,,GEC01,,169.8,"Johnson et al., 2013",10.1073/pnas.1305530110,2013,OK,
GEC01-169.80,77,Shale,Pyrite,Sulfide,SIMS,,,,5.6348,0.40,,,-0.1564,0.15,,,2431,2415,2423,,,"Schröder et al., 2011; Gutzmer and Beukes, 1998; Trendall et al., 1990; Nelson et al., 1999",Kaapvaal,Transvaal - Griqualand West,Ghaap,Koegas,Heynskop,,,GEC01,,169.8,"Johnson et al., 2013",10.1073/pnas.1305530110,2013,OK,
GEC01-169.80,78,Shale,Pyrite,Sulfide,SIMS,,,,1.0841,0.40,,,0.6146,0.15,,,2431,2415,2423,,,"Schröder et al., 2011; Gutzmer and Beukes, 1998; Trendall et al., 1990; Nelson et al., 1999",Kaapvaal,Transvaal - Griqualand West,Ghaap,Koegas,Heynskop,,,GEC01,,169.8,"Johnson et al., 2013",10.1073/pnas.1305530110,2013,OK,
GEC01-169.80,79,Shale,Pyrite,Sulfide,SIMS,,,,-9.7692,0.40,,,-0.1146,0.15,,,2431,2415,2423,,,"Schröder et al., 2011; Gutzmer and Beukes, 1998; Trendall et al., 1990; Nelson et al., 1999",Kaapvaal,Transvaal - Griqualand West,Ghaap,Koegas,Heynskop,,,GEC01,,169.8,"Johnson et al., 2013",10.1073/pnas.1305530110,2013,OK,
GEC01-169.80,80,Shale,Pyrite,Sulfide,SIMS,,,,-4.3505,0.40,,,-0.1066,0.15,,,2431,2415,2423,,,"Schröder et al., 2011; Gutzmer and Beukes, 1998; Trendall et al., 1990; Nelson et al., 1999",Kaapvaal,Transvaal - Griqualand West,Ghaap,Koegas,Heynskop,,,GEC01,,169.8,"Johnson et al., 2013",10.1073/pnas.1305530110,2013,OK,
GEC01-169.80,81,Shale,Pyrite,Sulfide,SIMS,,,,-7.7088,0.40,,,0.2088,0.15,,,2431,2415,2423,,,"Schröder et al., 2011; Gutzmer and Beukes, 1998; Trendall et al., 1990; Nelson et al., 1999",Kaapvaal,Transvaal - Griqualand West,Ghaap,Koegas,Heynskop,,,GEC01,,169.8,"Johnson et al., 2013",10.1073/pnas.1305530110,2013,OK,
GEC01-169.80,82,Shale,Pyrite,Sulfide,SIMS,,,,7.8216,0.40,,,0.2172,0.15,,,2431,2415,2423,,,"Schröder et al., 2011; Gutzmer and Beukes, 1998; Trendall et al., 1990; Nelson et al., 1999",Kaapvaal,Transvaal - Griqualand West,Ghaap,Koegas,Heynskop,,,GEC01,,169.8,"Johnson et al., 2013",10.1073/pnas.1305530110,2013,OK,
GEC01-169.80,83,Shale,Pyrite,Sulfide,SIMS,,,,31.0751,0.40,,,-0.0415,0.15,,,2431,2415,2423,,,"Schröder et al., 2011; Gutzmer and Beukes, 1998; Trendall et al., 1990; Nelson et al., 1999",Kaapvaal,Transvaal - Griqualand West,Ghaap,Koegas,Heynskop,,,GEC01,,169.8,"Johnson et al., 2013",10.1073/pnas.1305530110,2013,OK,
GEC01-169.80,84,Shale,Pyrite,Sulfide,SIMS,,,,0.5866,0.40,,,-0.0255,0.15,,,2431,2415,2423,,,"Schröder et al., 2011; Gutzmer and Beukes, 1998; Trendall et al., 1990; Nelson et al., 1999",Kaapvaal,Transvaal - Griqualand West,Ghaap,Koegas,Heynskop,,,GEC01,,169.8,"Johnson et al., 2013",10.1073/pnas.1305530110,2013,OK,
GEC01-169.80,85,Shale,Pyrite,Sulfide,SIMS,,,,-2.6292,0.40,,,-0.1609,0.15,,,2431,2415,2423,,,"Schröder et al., 2011; Gutzmer and Beukes, 1998; Trendall et al., 1990; Nelson et al., 1999",Kaapvaal,Transvaal - Griqualand West,Ghaap,Koegas,Heynskop,,,GEC01,,169.8,"Johnson et al., 2013",10.1073/pnas.1305530110,2013,OK,
GEC01-169.80,86,Shale,Pyrite,Sulfide,SIMS,,,,20.4097,0.40,,,0.0359,0.15,,,2431,2415,2423,,,"Schröder et al., 2011; Gutzmer and Beukes, 1998; Trendall et al., 1990; Nelson et al., 1999",Kaapvaal,Transvaal - Griqualand West,Ghaap,Koegas,Heynskop,,,GEC01,,169.8,"Johnson et al., 2013",10.1073/pnas.1305530110,2013,OK,
GEC01-169.80,87,Shale,Pyrite,Sulfide,SIMS,,,,-3.8948,0.40,,,-0.1978,0.15,,,2431,2415,2423,,,"Schröder et al., 2011; Gutzmer and Beukes, 1998; Trendall et al., 1990; Nelson et al., 1999",Kaapvaal,Transvaal - Griqualand West,Ghaap,Koegas,Heynskop,,,GEC01,,169.8,"Johnson et al., 2013",10.1073/pnas.1305530110,2013,OK,
GEC01-169.80,88,Shale,Pyrite,Sulfide,SIMS,,,,6.6463,0.40,,,-0.575,0.15,,,2431,2415,2423,,,"Schröder et al., 2011; Gutzmer and Beukes, 1998; Trendall et al., 1990; Nelson et al., 1999",Kaapvaal,Transvaal - Griqualand West,Ghaap,Koegas,Heynskop,,,GEC01,,169.8,"Johnson et al., 2013",10.1073/pnas.1305530110,2013,OK,
GEC01-169.80,89,Shale,Pyrite,Sulfide,SIMS,,,,5.2769,0.40,,,-0.5293,0.15,,,2431,2415,2423,,,"Schröder et al., 2011; Gutzmer and Beukes, 1998; Trendall et al., 1990; Nelson et al., 1999",Kaapvaal,Transvaal - Griqualand West,Ghaap,Koegas,Heynskop,,,GEC01,,169.8,"Johnson et al., 2013",10.1073/pnas.1305530110,2013,OK,
GEC01-169.80,90,Shale,Pyrite,Sulfide,SIMS,,,,-2.0407,0.40,,,0.0233,0.15,,,2431,2415,2423,,,"Schröder et al., 2011; Gutzmer and Beukes, 1998; Trendall et al., 1990; Nelson et al., 1999",Kaapvaal,Transvaal - Griqualand West,Ghaap,Koegas,Heynskop,,,GEC01,,169.8,"Johnson et al., 2013",10.1073/pnas.1305530110,2013,OK,
GEC01-169.80,91,Shale,Pyrite,Sulfide,SIMS,,,,10.4068,0.40,,,-0.2496,0.15,,,2431,2415,2423,,,"Schröder et al., 2011; Gutzmer and Beukes, 1998; Trendall et al., 1990; Nelson et al., 1999",Kaapvaal,Transvaal - Griqualand West,Ghaap,Koegas,Heynskop,,,GEC01,,169.8,"Johnson et al., 2013",10.1073/pnas.1305530110,2013,OK,
GEC01-169.80,92,Shale,Pyrite,Sulfide,SIMS,,,,33.0227,0.40,,,0.0105,0.15,,,2431,2415,2423,,,"Schröder et al., 2011; Gutzmer and Beukes, 1998; Trendall et al., 1990; Nelson et al., 1999",Kaapvaal,Transvaal - Griqualand West,Ghaap,Koegas,Heynskop,,,GEC01,,169.8,"Johnson et al., 2013",10.1073/pnas.1305530110,2013,OK,
GEC01-169.80,93,Shale,Pyrite,Sulfide,SIMS,,,,40.9396,0.40,,,-0.1438,0.15,,,2431,2415,2423,,,"Schröder et al., 2011; Gutzmer and Beukes, 1998; Trendall et al., 1990; Nelson et al., 1999",Kaapvaal,Transvaal - Griqualand West,Ghaap,Koegas,Heynskop,,,GEC01,,169.8,"Johnson et al., 2013",10.1073/pnas.1305530110,2013,OK,
GEC01-169.80,94,Shale,Pyrite,Sulfide,SIMS,,,,35.7495,0.40,,,0.1398,0.15,,,2431,2415,2423,,,"Schröder et al., 2011; Gutzmer and Beukes, 1998; Trendall et al., 1990; Nelson et al., 1999",Kaapvaal,Transvaal - Griqualand West,Ghaap,Koegas,Heynskop,,,GEC01,,169.8,"Johnson et al., 2013",10.1073/pnas.1305530110,2013,OK,
GEC01-169.80,95,Shale,Pyrite,Sulfide,SIMS,,,,34.7116,0.40,,,-0.1186,0.15,,,2431,2415,2423,,,"Schröder et al., 2011; Gutzmer and Beukes, 1998; Trendall et al., 1990; Nelson et al., 1999",Kaapvaal,Transvaal - Griqualand West,Ghaap,Koegas,Heynskop,,,GEC01,,169.8,"Johnson et al., 2013",10.1073/pnas.1305530110,2013,OK,
GEC01-169.80,96,Shale,Pyrite,Sulfide,SIMS,,,,38.1357,0.40,,,-0.2026,0.15,,,2431,2415,2423,,,"Schröder et al., 2011; Gutzmer and Beukes, 1998; Trendall et al., 1990; Nelson et al., 1999",Kaapvaal,Transvaal - Griqualand West,Ghaap,Koegas,Heynskop,,,GEC01,,169.8,"Johnson et al., 2013",10.1073/pnas.1305530110,2013,OK,
GEC01-169.80,97,Shale,Pyrite,Sulfide,SIMS,,,,0.3547,0.40,,,-0.1133,0.15,,,2431,2415,2423,,,"Schröder et al., 2011; Gutzmer and Beukes, 1998; Trendall et al., 1990; Nelson et al., 1999",Kaapvaal,Transvaal - Griqualand West,Ghaap,Koegas,Heynskop,,,GEC01,,169.8,"Johnson et al., 2013",10.1073/pnas.1305530110,2013,OK,
GEC01-169.80,98,Shale,Pyrite,Sulfide,SIMS,,,,33.8194,0.40,,,-0.0237,0.15,,,2431,2415,2423,,,"Schröder et al., 2011; Gutzmer and Beukes, 1998; Trendall et al., 1990; Nelson et al., 1999",Kaapvaal,Transvaal - Griqualand West,Ghaap,Koegas,Heynskop,,,GEC01,,169.8,"Johnson et al., 2013",10.1073/pnas.1305530110,2013,OK,
GEC01-169.80,99,Shale,Pyrite,Sulfide,SIMS,,,,41.2753,0.40,,,-0.2671,0.15,,,2431,2415,2423,,,"Schröder et al., 2011; Gutzmer and Beukes, 1998; Trendall et al., 1990; Nelson et al., 1999",Kaapvaal,Transvaal - Griqualand West,Ghaap,Koegas,Heynskop,,,GEC01,,169.8,"Johnson et al., 2013",10.1073/pnas.1305530110,2013,OK,
GEC01-169.80,100,Shale,Pyrite,Sulfide,SIMS,,,,26.6144,0.40,,,0.0852,0.15,,,2431,2415,2423,,,"Schröder et al., 2011; Gutzmer and Beukes, 1998; Trendall et al., 1990; Nelson et al., 1999",Kaapvaal,Transvaal - Griqualand West,Ghaap,Koegas,Heynskop,,,GEC01,,169.8,"Johnson et al., 2013",10.1073/pnas.1305530110,2013,OK,
GEC01-169.80,101,Shale,Pyrite,Sulfide,SIMS,,,,17.778,0.40,,,0.5025,0.15,,,2431,2415,2423,,,"Schröder et al., 2011; Gutzmer and Beukes, 1998; Trendall et al., 1990; Nelson et al., 1999",Kaapvaal,Transvaal - Griqualand West,Ghaap,Koegas,Heynskop,,,GEC01,,169.8,"Johnson et al., 2013",10.1073/pnas.1305530110,2013,OK,
GEC01-169.83,1,Shale,Pyrite,Sulfide,SIMS,,,,58.5588,0.40,,,-0.0886,0.15,,,2431,2415,2423,,,"Schröder et al., 2011; Gutzmer and Beukes, 1998; Trendall et al., 1990; Nelson et al., 1999",Kaapvaal,Transvaal - Griqualand West,Ghaap,Koegas,Heynskop,,,GEC01,,169.83,"Johnson et al., 2013",10.1073/pnas.1305530110,2013,OK,
GEC01-169.83,2,Shale,Pyrite,Sulfide,SIMS,,,,15.0786,0.40,,,0.1796,0.15,,,2431,2415,2423,,,"Schröder et al., 2011; Gutzmer and Beukes, 1998; Trendall et al., 1990; Nelson et al., 1999",Kaapvaal,Transvaal - Griqualand West,Ghaap,Koegas,Heynskop,,,GEC01,,169.83,"Johnson et al., 2013",10.1073/pnas.1305530110,2013,OK,
GEC01-169.83,3,Shale,Pyrite,Sulfide,SIMS,,,,-2.3518,0.40,,,0.186,0.15,,,2431,2415,2423,,,"Schröder et al., 2011; Gutzmer and Beukes, 1998; Trendall et al., 1990; Nelson et al., 1999",Kaapvaal,Transvaal - Griqualand West,Ghaap,Koegas,Heynskop,,,GEC01,,169.83,"Johnson et al., 2013",10.1073/pnas.1305530110,2013,OK,
GEC01-169.83,4,Shale,Pyrite,Sulfide,SIMS,,,,1.1666,0.40,,,0.1607,0.15,,,2431,2415,2423,,,"Schröder et al., 2011; Gutzmer and Beukes, 1998; Trendall et al., 1990; Nelson et al., 1999",Kaapvaal,Transvaal - Griqualand West,Ghaap,Koegas,Heynskop,,,GEC01,,169.83,"Johnson et al., 2013",10.1073/pnas.1305530110,2013,OK,
GEC01-169.83,5,Shale,Pyrite,Sulfide,SIMS,,,,54.2231,0.40,,,-0.139,0.15,,,2431,2415,2423,,,"Schröder et al., 2011; Gutzmer and Beukes, 1998; Trendall et al., 1990; Nelson et al., 1999",Kaapvaal,Transvaal - Griqualand West,Ghaap,Koegas,Heynskop,,,GEC01,,169.83,"Johnson et al., 2013",10.1073/pnas.1305530110,2013,OK,
GEC01-169.83,6,Shale,Pyrite,Sulfide,SIMS,,,,20.5134,0.40,,,0.1655,0.15,,,2431,2415,2423,,,"Schröder et al., 2011; Gutzmer and Beukes, 1998; Trendall et al., 1990; Nelson et al., 1999",Kaapvaal,Transvaal - Griqualand West,Ghaap,Koegas,Heynskop,,,GEC01,,169.83,"Johnson et al., 2013",10.1073/pnas.1305530110,2013,OK,
GEC01-169.83,7,Shale,Pyrite,Sulfide,SIMS,,,,59.5734,0.40,,,-0.0356,0.15,,,2431,2415,2423,,,"Schröder et al., 2011; Gutzmer and Beukes, 1998; Trendall et al., 1990; Nelson et al., 1999",Kaapvaal,Transvaal - Griqualand West,Ghaap,Koegas,Heynskop,,,GEC01,,169.83,"Johnson et al., 2013",10.1073/pnas.1305530110,2013,OK,
GEC01-169.83,8,Shale,Pyrite,Sulfide,SIMS,,,,56.6473,0.40,,,-0.1239,0.15,,,2431,2415,2423,,,"Schröder et al., 2011; Gutzmer and Beukes, 1998; Trendall et al., 1990; Nelson et al., 1999",Kaapvaal,Transvaal - Griqualand West,Ghaap,Koegas,Heynskop,,,GEC01,,169.83,"Johnson et al., 2013",10.1073/pnas.1305530110,2013,OK,
GEC01-169.83,9,Shale,Pyrite,Sulfide,SIMS,,,,19.2403,0.40,,,-0.4001,0.15,,,2431,2415,2423,,,"Schröder et al., 2011; Gutzmer and Beukes, 1998; Trendall et al., 1990; Nelson et al., 1999",Kaapvaal,Transvaal - Griqualand West,Ghaap,Koegas,Heynskop,,,GEC01,,169.83,"Johnson et al., 2013",10.1073/pnas.1305530110,2013,OK,
GEC01-169.83,10,Shale,Pyrite,Sulfide,SIMS,,,,19.548,0.40,,,0.0299,0.15,,,2431,2415,2423,,,"Schröder et al., 2011; Gutzmer and Beukes, 1998; Trendall et al., 1990; Nelson et al., 1999",Kaapvaal,Transvaal - Griqualand West,Ghaap,Koegas,Heynskop,,,GEC01,,169.83,"Johnson et al., 2013",10.1073/pnas.1305530110,2013,OK,
GEC01-169.83,11,Shale,Pyrite,Sulfide,SIMS,,,,38.2059,0.40,,,0.0292,0.15,,,2431,2415,2423,,,"Schröder et al., 2011; Gutzmer and Beukes, 1998; Trendall et al., 1990; Nelson et al., 1999",Kaapvaal,Transvaal - Griqualand West,Ghaap,Koegas,Heynskop,,,GEC01,,169.83,"Johnson et al., 2013",10.1073/pnas.1305530110,2013,OK,
GEC01-169.83,12,Shale,Pyrite,Sulfide,SIMS,,,,38.1053,0.40,,,-0.2073,0.15,,,2431,2415,2423,,,"Schröder et al., 2011; Gutzmer and Beukes, 1998; Trendall et al., 1990; Nelson et al., 1999",Kaapvaal,Transvaal - Griqualand West,Ghaap,Koegas,Heynskop,,,GEC01,,169.83,"Johnson et al., 2013",10.1073/pnas.1305530110,2013,OK,
GEC01-169.83,13,Shale,Pyrite,Sulfide,SIMS,,,,15.1288,0.40,,,0.2071,0.15,,,2431,2415,2423,,,"Schröder et al., 2011; Gutzmer and Beukes, 1998; Trendall et al., 1990; Nelson et al., 1999",Kaapvaal,Transvaal - Griqualand West,Ghaap,Koegas,Heynskop,,,GEC01,,169.83,"Johnson et al., 2013",10.1073/pnas.1305530110,2013,OK,
GEC01-169.83,14,Shale,Pyrite,Sulfide,SIMS,,,,38.9657,0.40,,,-0.0651,0.15,,,2431,2415,2423,,,"Schröder et al., 2011; Gutzmer and Beukes, 1998; Trendall et al., 1990; Nelson et al., 1999",Kaapvaal,Transvaal - Griqualand West,Ghaap,Koegas,Heynskop,,,GEC01,,169.83,"Johnson et al., 2013",10.1073/pnas.1305530110,2013,OK,
GEC01-169.83,15,Shale,Pyrite,Sulfide,SIMS,,,,-0.5252,0.40,,,0.0035,0.15,,,2431,2415,2423,,,"Schröder et al., 2011; Gutzmer and Beukes, 1998; Trendall et al., 1990; Nelson et al., 1999",Kaapvaal,Transvaal - Griqualand West,Ghaap,Koegas,Heynskop,,,GEC01,,169.83,"Johnson et al., 2013",10.1073/pnas.1305530110,2013,OK,
GEC01-169.83,16,Shale,Pyrite,Sulfide,SIMS,,,,1.7051,0.40,,,0.0192,0.15,,,2431,2415,2423,,,"Schröder et al., 2011; Gutzmer and Beukes, 1998; Trendall et al., 1990; Nelson et al., 1999",Kaapvaal,Transvaal - Griqualand West,Ghaap,Koegas,Heynskop,,,GEC01,,169.83,"Johnson et al., 2013",10.1073/pnas.1305530110,2013,OK,
GEC01-169.83,17,Shale,Pyrite,Sulfide,SIMS,,,,61.0378,0.40,,,-0.2533,0.15,,,2431,2415,2423,,,"Schröder et al., 2011; Gutzmer and Beukes, 1998; Trendall et al., 1990; Nelson et al., 1999",Kaapvaal,Transvaal - Griqualand West,Ghaap,Koegas,Heynskop,,,GEC01,,169.83,"Johnson et al., 2013",10.1073/pnas.1305530110,2013,OK,
GEC01-169.83,18,Shale,Pyrite,Sulfide,SIMS,,,,21.3233,0.40,,,-0.049,0.15,,,2431,2415,2423,,,"Schröder et al., 2011; Gutzmer and Beukes, 1998; Trendall et al., 1990; Nelson et al., 1999",Kaapvaal,Transvaal - Griqualand West,Ghaap,Koegas,Heynskop,,,GEC01,,169.83,"Johnson et al., 2013",10.1073/pnas.1305530110,2013,OK,
GEC01-169.83,19,Shale,Pyrite,Sulfide,SIMS,,,,30.0917,0.40,,,-0.0327,0.15,,,2431,2415,2423,,,"Schröder et al., 2011; Gutzmer and Beukes, 1998; Trendall et al., 1990; Nelson et al., 1999",Kaapvaal,Transvaal - Griqualand West,Ghaap,Koegas,Heynskop,,,GEC01,,169.83,"Johnson et al., 2013",10.1073/pnas.1305530110,2013,OK,
GEC01-169.83,20,Shale,Pyrite,Sulfide,SIMS,,,,44.8487,0.40,,,-0.2686,0.15,,,2431,2415,2423,,,"Schröder et al., 2011; Gutzmer and Beukes, 1998; Trendall et al., 1990; Nelson et al., 1999",Kaapvaal,Transvaal - Griqualand West,Ghaap,Koegas,Heynskop,,,GEC01,,169.83,"Johnson et al., 2013",10.1073/pnas.1305530110,2013,OK,
GEC01-169.83,21,Shale,Pyrite,Sulfide,SIMS,,,,54.4029,0.40,,,-0.2167,0.15,,,2431,2415,2423,,,"Schröder et al., 2011; Gutzmer and Beukes, 1998; Trendall et al., 1990; Nelson et al., 1999",Kaapvaal,Transvaal - Griqualand West,Ghaap,Koegas,Heynskop,,,GEC01,,169.83,"Johnson et al., 2013",10.1073/pnas.1305530110,2013,OK,
GEC01-169.83,22,Shale,Pyrite,Sulfide,SIMS,,,,59.7597,0.40,,,-0.238,0.15,,,2431,2415,2423,,,"Schröder et al., 2011; Gutzmer and Beukes, 1998; Trendall et al., 1990; Nelson et al., 1999",Kaapvaal,Transvaal - Griqualand West,Ghaap,Koegas,Heynskop,,,GEC01,,169.83,"Johnson et al., 2013",10.1073/pnas.1305530110,2013,OK,
GEC01-169.83,23,Shale,Pyrite,Sulfide,SIMS,,,,56.3614,0.40,,,-0.2227,0.15,,,2431,2415,2423,,,"Schröder et al., 2011; Gutzmer and Beukes, 1998; Trendall et al., 1990; Nelson et al., 1999",Kaapvaal,Transvaal - Griqualand West,Ghaap,Koegas,Heynskop,,,GEC01,,169.83,"Johnson et al., 2013",10.1073/pnas.1305530110,2013,OK,
GEC01-169.83,24,Shale,Pyrite,Sulfide,SIMS,,,,21.7981,0.40,,,-0.2255,0.15,,,2431,2415,2423,,,"Schröder et al., 2011; Gutzmer and Beukes, 1998; Trendall et al., 1990; Nelson et al., 1999",Kaapvaal,Transvaal - Griqualand West,Ghaap,Koegas,Heynskop,,,GEC01,,169.83,"Johnson et al., 2013",10.1073/pnas.1305530110,2013,OK,
GEC01-169.83,25,Shale,Pyrite,Sulfide,SIMS,,,,15.0828,0.40,,,-0.2248,0.15,,,2431,2415,2423,,,"Schröder et al., 2011; Gutzmer and Beukes, 1998; Trendall et al., 1990; Nelson et al., 1999",Kaapvaal,Transvaal - Griqualand West,Ghaap,Koegas,Heynskop,,,GEC01,,169.83,"Johnson et al., 2013",10.1073/pnas.1305530110,2013,OK,
GEC01-169.83,26,Shale,Pyrite,Sulfide,SIMS,,,,3.3951,0.40,,,0.1467,0.15,,,2431,2415,2423,,,"Schröder et al., 2011; Gutzmer and Beukes, 1998; Trendall et al., 1990; Nelson et al., 1999",Kaapvaal,Transvaal - Griqualand West,Ghaap,Koegas,Heynskop,,,GEC01,,169.83,"Johnson et al., 2013",10.1073/pnas.1305530110,2013,OK,
GEC01-169.83,27,Shale,Pyrite,Sulfide,SIMS,,,,2.1424,0.40,,,-0.1004,0.15,,,2431,2415,2423,,,"Schröder et al., 2011; Gutzmer and Beukes, 1998; Trendall et al., 1990; Nelson et al., 1999",Kaapvaal,Transvaal - Griqualand West,Ghaap,Koegas,Heynskop,,,GEC01,,169.83,"Johnson et al., 2013",10.1073/pnas.1305530110,2013,OK,
GEC01-169.83,28,Shale,Pyrite,Sulfide,SIMS,,,,-0.2624,0.40,,,0.0705,0.15,,,2431,2415,2423,,,"Schröder et al., 2011; Gutzmer and Beukes, 1998; Trendall et al., 1990; Nelson et al., 1999",Kaapvaal,Transvaal - Griqualand West,Ghaap,Koegas,Heynskop,,,GEC01,,169.83,"Johnson et al., 2013",10.1073/pnas.1305530110,2013,OK,
GEC01-169.83,29,Shale,Pyrite,Sulfide,SIMS,,,,29.0005,0.40,,,0.0442,0.15,,,2431,2415,2423,,,"Schröder et al., 2011; Gutzmer and Beukes, 1998; Trendall et al., 1990; Nelson et al., 1999",Kaapvaal,Transvaal - Griqualand West,Ghaap,Koegas,Heynskop,,,GEC01,,169.83,"Johnson et al., 2013",10.1073/pnas.1305530110,2013,OK,
GEC01-169.83,30,Shale,Pyrite,Sulfide,SIMS,,,,43.5356,0.40,,,-0.3466,0.15,,,2431,2415,2423,,,"Schröder et al., 2011; Gutzmer and Beukes, 1998; Trendall et al., 1990; Nelson et al., 1999",Kaapvaal,Transvaal - Griqualand West,Ghaap,Koegas,Heynskop,,,GEC01,,169.83,"Johnson et al., 2013",10.1073/pnas.1305530110,2013,OK,
GEC01-169.83,31,Shale,Pyrite,Sulfide,SIMS,,,,50.0233,0.40,,,-0.0161,0.15,,,2431,2415,2423,,,"Schröder et al., 2011; Gutzmer and Beukes, 1998; Trendall et al., 1990; Nelson et al., 1999",Kaapvaal,Transvaal - Griqualand West,Ghaap,Koegas,Heynskop,,,GEC01,,169.83,"Johnson et al., 2013",10.1073/pnas.1305530110,2013,OK,
GEC01-169.83,32,Shale,Pyrite,Sulfide,SIMS,,,,55.3714,0.40,,,-0.3483,0.15,,,2431,2415,2423,,,"Schröder et al., 2011; Gutzmer and Beukes, 1998; Trendall et al., 1990; Nelson et al., 1999",Kaapvaal,Transvaal - Griqualand West,Ghaap,Koegas,Heynskop,,,GEC01,,169.83,"Johnson et al., 2013",10.1073/pnas.1305530110,2013,OK,
GEC01-169.83,33,Shale,Pyrite,Sulfide,SIMS,,,,52.3831,0.40,,,-0.2201,0.15,,,2431,2415,2423,,,"Schröder et al., 2011; Gutzmer and Beukes, 1998; Trendall et al., 1990; Nelson et al., 1999",Kaapvaal,Transvaal - Griqualand West,Ghaap,Koegas,Heynskop,,,GEC01,,169.83,"Johnson et al., 2013",10.1073/pnas.1305530110,2013,OK,
